# Summary stats for batch processing of regression models
# timestamp: 2018-03-28 14:14:07
# NJG
# ------------------------

"ID","fileName","slope","pVal","r2"
1,"ranFile001.csv",-0.0183824310551751,0.843741150092954,0.000434005157435053
2,"ranFile002.csv",-0.107601957880657,0.453628207928698,0.0128256923244033
3,"ranFile003.csv",0.202697139634597,0.0488999098713894,0.0488147696638963
4,"ranFile004.csv",-0.0127347899278172,0.89910076975764,0.000202209186075307
5,"ranFile005.csv",-0.119351561793968,0.533961821121579,0.0144890499148861
6,"ranFile006.csv",0.516961221655644,0.0191279989199758,0.208209323285108
7,"ranFile007.csv",0.173432994481685,0.237001880402805,0.0278519388045452
8,"ranFile008.csv",-0.37779581828701,0.134110012246082,0.103646022887531
9,"ranFile009.csv",-0.152644482040777,0.459347026950096,0.0307859652221304
10,"ranFile010.csv",-0.132861922975424,0.560816132759999,0.0266771703463223
11,"ranFile011.csv",0.191307988193213,0.0787031497113704,0.033950874987928
12,"ranFile012.csv",-0.0215102265978695,0.867722735784369,0.000609436336344335
13,"ranFile013.csv",-0.020507943250799,0.896120681844135,0.000466882725722277
14,"ranFile014.csv",0.0221964622705692,0.866770013687211,0.000535913791282655
15,"ranFile015.csv",0.194782292857422,0.391625973980453,0.029502876021998
16,"ranFile016.csv",-0.394072403786621,0.361997898169259,0.104598423568588
17,"ranFile017.csv",-0.00606967613403417,0.962835444080278,4.21555901455121e-05
18,"ranFile018.csv",-0.00551690927652266,0.981258325598724,1.6977671118156e-05
19,"ranFile019.csv",-0.0792475174580293,0.462792779971267,0.00621323172565943
20,"ranFile020.csv",-0.0668020508129782,0.576072753978432,0.00430269682825194
21,"ranFile021.csv",0.301743817199279,0.519914374244318,0.072199004895884
22,"ranFile022.csv",-0.00385572181939266,0.973266860381494,1.85612888899253e-05
23,"ranFile023.csv",0.14270744748223,0.757952144686483,0.0207557068144629
24,"ranFile024.csv",0.11886794586273,0.333891576251448,0.0137375343179401
25,"ranFile025.csv",0.0329432649407475,0.851516868664664,0.00111154523682342
26,"ranFile026.csv",-0.152657190767426,0.27531418087328,0.0194775561416257
27,"ranFile027.csv",-0.114246474923212,0.556280422580433,0.0109283192634109
28,"ranFile028.csv",0.074958383027937,0.52883274021941,0.00603698489998885
29,"ranFile029.csv",0.0216653575632279,0.851060518482315,0.00044336281740962
30,"ranFile030.csv",-0.0496711451655118,0.656344496039571,0.0027652517350961
31,"ranFile031.csv",-0.0107079455425693,0.936516378536806,0.000116391474552253
32,"ranFile032.csv",-0.329931162742213,0.15290438336474,0.150599224000043
33,"ranFile033.csv",-0.0433545878021582,0.799897780601314,0.00233330874755183
34,"ranFile034.csv",0.01435072453768,0.895037837130479,0.000278450388460199
35,"ranFile035.csv",0.121804187063142,0.365700105150713,0.0134327312383202
36,"ranFile036.csv",0.22799535682366,0.0301774443621499,0.0567007529509994
37,"ranFile037.csv",0.0398968093064928,0.726619470927059,0.00246628263671646
38,"ranFile038.csv",-0.260451882390468,0.0333346310778372,0.0622108386585852
39,"ranFile039.csv",-0.0399435871862918,0.713397944685848,0.00193916762910463
40,"ranFile040.csv",0.0266322761483299,0.953614390053002,0.000518897914456913
41,"ranFile041.csv",-0.220064850785995,0.126983683798254,0.05724945071399
42,"ranFile042.csv",-0.0394880725826315,0.777568900991752,0.00146308189372744
43,"ranFile043.csv",0.15535930729249,0.719353583885852,0.0231049768640788
44,"ranFile044.csv",-0.240396951106158,0.490214014593294,0.0284247926252301
45,"ranFile045.csv",0.0894086506546619,0.573489921336459,0.00779296533549474
46,"ranFile046.csv",0.0311110866131148,0.781732923587926,0.000930010909859697
47,"ranFile047.csv",0.0461271955723396,0.874049072053493,0.00200659204279696
48,"ranFile048.csv",0.0912108215298584,0.4369502441781,0.00818754495699549
49,"ranFile049.csv",0.0215148197871704,0.863611604941453,0.000608192252945791
50,"ranFile050.csv",-0.243111086077406,0.243251735917436,0.0436540377384998
51,"ranFile051.csv",0.0890856046588108,0.445211727019688,0.00712541503823878
52,"ranFile052.csv",-0.128193814901857,0.591342740218911,0.0163294081939321
53,"ranFile053.csv",0.00999606450483778,0.931517140326872,0.000109398847152353
54,"ranFile054.csv",-0.027376734474275,0.813188844545439,0.000839388994610893
55,"ranFile055.csv",-0.0741483040593451,0.547329766129759,0.00559838484201301
56,"ranFile056.csv",-0.00158985390325584,0.988333342581487,2.59167914147898e-06
57,"ranFile057.csv",0.0208795073974969,0.851897602467631,0.000523998932540775
58,"ranFile058.csv",0.104498066299517,0.729522602103438,0.00951059818229971
59,"ranFile059.csv",0.0499611545615334,0.607875294486554,0.00357555026587478
60,"ranFile060.csv",-0.062167925241895,0.607365048488273,0.00315697806590542
61,"ranFile061.csv",0.0433896799907252,0.82349495224827,0.00187534306320162
62,"ranFile062.csv",0.0457694271192079,0.827318520915518,0.00221024465066867
63,"ranFile063.csv",0.148507364592363,0.156678627168376,0.021921267269576
64,"ranFile064.csv",-0.057778310476217,0.616402751395447,0.00323283166012482
65,"ranFile065.csv",0.103814444173077,0.339504394834001,0.0100298455352197
66,"ranFile066.csv",0.222363905945579,0.0257764259024355,0.0552249661101494
67,"ranFile067.csv",-0.0971495172257359,0.459389590469194,0.00762623555414768
68,"ranFile068.csv",0.0230037915552704,0.82875489872991,0.000500243407547933
69,"ranFile069.csv",-0.0912691680408416,0.370636921359008,0.00966822385057242
70,"ranFile070.csv",0.0884004007993598,0.577688309779791,0.00762413847681309
71,"ranFile071.csv",0.220364451372138,0.273843660546785,0.0306188587431817
72,"ranFile072.csv",0.109506547976473,0.434202440614908,0.012791495241709
73,"ranFile073.csv",0.712846283829498,0.13558502636223,0.288898740875289
74,"ranFile074.csv",0.763219148423086,0.0625788776872028,0.621146573528365
75,"ranFile075.csv",0.0293720722384709,0.862210370514082,0.000955722074946936
76,"ranFile076.csv",-0.172690352192592,0.228104426835081,0.0307541096482593
77,"ranFile077.csv",-0.0657839846318864,0.585250656197764,0.00475366018263381
78,"ranFile078.csv",-0.0893638588403568,0.307841630606654,0.0111791289859231
79,"ranFile079.csv",0.169243818581813,0.219797274409321,0.0288115136047146
80,"ranFile080.csv",0.175788479929312,0.133923185331662,0.0259310930788606
81,"ranFile081.csv",0.152269989794179,0.148001726292761,0.0233686109318684
82,"ranFile082.csv",-0.108387024158576,0.636105817880271,0.0177352281346544
83,"ranFile083.csv",0.0617514490413474,0.699883003897646,0.00538790004272969
84,"ranFile084.csv",-0.179452919890745,0.124176251748937,0.0383159734406237
85,"ranFile085.csv",0.166957579124485,0.141014564463559,0.026887013865352
86,"ranFile086.csv",-0.107992519835267,0.564455568577777,0.0101635216461525
87,"ranFile087.csv",0.122084318777707,0.302225006378055,0.0168846998044933
88,"ranFile088.csv",0.0959495719303188,0.515096325165496,0.00991911399383881
89,"ranFile089.csv",0.109908381337862,0.415935451461532,0.00990175016354265
90,"ranFile090.csv",0.27567293110701,0.0187407077681408,0.072416639895691
91,"ranFile091.csv",0.569194113816746,0.00335801160082447,0.329461889579351
92,"ranFile092.csv",0.169403580079711,0.374978465190564,0.0303879003067289
93,"ranFile093.csv",-0.0275298262111438,0.836899367115437,0.000677809243684805
94,"ranFile094.csv",0.0453794316337102,0.682759629924488,0.00192915379659764
95,"ranFile095.csv",-0.170557582708696,0.463905006363888,0.0389275785049452
96,"ranFile096.csv",0.081881126478807,0.504777728657577,0.00784266536407792
97,"ranFile097.csv",-0.0141425026024464,0.895797314033544,0.00018150173582429
98,"ranFile098.csv",-0.107262308786549,0.337592813063714,0.0143761977383829
99,"ranFile099.csv",0.217728746630377,0.0829911249526579,0.0492519305557151
100,"ranFile100.csv",-0.0684064302313185,0.562922363579183,0.00480367537234728
