# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
NA,0.472421562997624
0.193606725893915,0.5586799508892
0.785896263783798,0.132341384189203
0.801080827834085,0.806764573091641
0.121053686132655,0.509636766975746
0.88865380641073,0.0325919257011265
NA,0.854916558135301
0.746262320782989,0.91847902815789
0.893944013630971,0.537439754698426
0.87400690629147,0.832412377232686
0.364656090270728,NA
0.563457039417699,0.243955414742231
0.782119209412485,NA
0.0808409180026501,0.529036699794233
0.633028570562601,0.46825506282039
0.1638661515899,0.552575595676899
0.0281962919980288,0.765167640056461
NA,0.81311969133094
0.2578912707977,0.272681107744575
0.746852594194934,0.0722117598634213
0.4923732788302,NA
0.258235632441938,0.820851102238521
