# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
0.65403748722747,0.922610325738788
0.0303045897744596,0.551461993716657
0.733811241807416,NA
NA,0.758946726797149
NA,0.555950222769752
0.985227818600833,0.245175865711644
0.406026173382998,0.413272166857496
0.902513271430507,NA
0.871579393045977,0.820567889139056
0.693949353182688,0.453298468375579
0.935868468601257,NA
NA,0.167877681320533
0.328589483629912,0.403635929804295
0.558879795949906,0.775725459447131
0.767945138504729,0.328033880563453
0.649712295271456,0.860243316739798
0.654126608045772,0.917189065599814
0.741991475224495,NA
0.765338268596679,0.219642892247066
NA,0.997164418920875
0.739379543112591,0.107071654172614
0.821335461689159,NA
0.616828694939613,0.00343375676311553
NA,0.0620896627660841
NA,NA
0.850495588965714,0.16014182753861
0.717754947720096,0.287782875355333
0.378142655827105,0.765414643101394
0.641292835585773,0.871783857699484
0.535682440269738,0.107911144616082
