# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
0.2137921822723,0.709324233932421
0.424902816535905,0.396620063809678
0.29732264066115,0.82539252913557
0.0426134176086634,0.666674107313156
0.869944244157523,0.810784120578319
0.487114542396739,0.952309093438089
0.765790820820257,0.251798477489501
0.0170042819809169,0.80920737166889
0.197237956570461,0.352096094284207
0.581094537395984,0.500447253230959
0.834606334334239,0.0389335055369884
0.393855239963159,0.60114439483732
0.150287887081504,0.904343465808779
0.010494751855731,0.0380612048320472
0.534332820214331,0.515734179178253
0.369283007923514,0.647667590295896
0.85547573142685,0.0264532724395394
0.68019581772387,0.749170070048422
0.778751378180459,0.815320187713951
0.859881802229211,0.131178370211273
0.0858933962881565,0.786971422145143
0.85796986380592,0.877188290469348
0.439964512363076,0.983531275531277
0.995386050781235,0.522428740281612
0.0672119467053562,0.679212969262153
0.369146479293704,0.266076498897746
0.0787937438581139,0.307831397280097
0.589010202325881,0.486166505375877
0.432315640617162,0.244093551998958
0.614019315224141,0.464759165653959
0.42160160234198,0.655472234357148
0.982406493276358,0.33626613067463
0.00574343139305711,0.0725122196599841
0.453384038759395,0.559754051966593
0.210826591821387,0.445808630203828
0.745621698675677,0.872164814267308
0.723749005468562,0.481358018936589
0.983386593172327,0.337902165949345
0.545753507874906,0.460044560488313
0.46816137409769,0.225919533288106
0.646033804630861,0.453761515906081
0.568437007023022,0.69063077843748
0.522217776626348,0.377355128061026
0.154262065654621,0.429918644018471
0.33550378261134,NA
0.0377378484699875,0.741404498228803
0.273535116109997,0.189565220614895
0.641481519909576,0.556410240009427
0.222927838098258,0.948006795253605
0.518807467073202,0.564811958931386
0.96839320869185,0.239025231217965
0.0839774154592305,0.765396408736706
NA,0.574920832179487
0.518934746738523,0.449768630322069
0.973557722289115,0.982022932032123
0.643059198744595,0.807254447368905
0.756453405367211,0.78490418381989
NA,NA
0.00924245757050812,0.22258794750087
0.425618569832295,0.943834788165987
0.450458155944943,0.70980081288144
0.653115824563429,0.437523942440748
0.970751240151003,0.131935581332073
0.31719503342174,0.541585798608139
NA,0.600210025440902
0.326050506206229,0.461316237924621
0.184791138628498,0.885956144193187
0.261758296284825,0.706961438525468
0.361859205644578,0.861399531597272
0.622417461127043,NA
0.0793978094588965,0.620857956819236
