# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
0.285108867101371,0.973804908804595
0.403501010499895,0.706253783078864
0.579357857583091,0.111539945704862
0.31744766747579,0.367450349032879
0.566607359098271,0.686530374456197
0.372314773732796,0.62632353277877
0.114129878114909,0.502767752623186
0.4803686439991,0.228897556196898
0.693686047568917,0.314980087103322
0.18395155435428,0.502738151000813
0.1269160581287,0.422570769907907
0.562646912643686,0.105361314257607
0.193394666537642,0.0494521576911211
0.786030153976753,0.41248748707585
0.470052256947383,0.276193259516731
0.697869189549237,0.26764804800041
0.647466682363302,0.873851546552032
0.402391783427447,0.921157226199284
0.638710824539885,0.567352975253016
0.866538390051574,0.832347982563078
0.93363808770664,0.408941527362913
0.859982560854405,0.871656358707696
0.684554982930422,0.0111958626657724
0.445951962145045,0.896156088681892
0.228581869509071,0.747565962839872
0.768798186909407,0.393409775104374
0.978386777220294,0.73842834122479
0.122275593690574,0.766686347313225
0.980034753447399,0.910023365868255
0.495254941517487,0.952978350222111
0.681725657079369,0.298622014466673
0.160491415532306,0.97389604547061
0.9538389663212,0.770346405683085
0.389578919159248,0.748545819893479
0.778429322876036,0.782276084413752
0.348882779246196,0.418865448562428
0.0471803983673453,0.122264681383967
0.0567512654233724,0.885666106594726
0.930366144282743,0.264916359214112
0.527017444605008,0.0671154772862792
0.0142276335973293,0.401198483770713
0.791474501602352,0.68250243505463
0.124601287767291,0.689654293004423
0.775088611990213,0.234027925645933
0.0820315037854016,0.818890508729964
NA,0.606749481987208
0.393008368089795,0.543527167290449
0.393090788275003,0.601901739137247
0.849002733593807,0.0480887235607952
0.749787712236866,0.817964244401082
0.634229649789631,0.235610923031345
0.403716201893985,0.308038552757353
0.669226430123672,0.832493968307972
0.786595095181838,0.16961825452745
0.110971808433533,0.363803278654814
0.533056309679523,0.917948979185894
0.293332489905879,0.359139503911138
0.685621582204476,0.356040164129809
0.315139814745635,0.635937944520265
0.604429343948141,0.685303296661004
0.9307241353672,0.217710063792765
0.372720750281587,0.368036662694067
0.163642517291009,0.0765687609091401
0.371105802711099,0.222995240241289
0.575195010751486,0.521690437803045
0.673657283419743,0.375407274346799
0.832436899887398,0.0075632375665009
0.796869372017682,0.227931409142911
0.139036355540156,0.123729884857312
0.875822204630822,0.49044107994996
0.618105400120839,0.948598718270659
0.952487386297435,0.50924980151467
0.0695040980353951,0.449620576342568
0.757277330150828,0.868381987558678
0.91916467086412,0.249551645247266
0.698879734845832,0.731294141151011
0.199962820857763,0.903521066065878
0.85258103790693,0.466768071521074
0.234379647765309,0.281437161145732
0.246880805119872,0.447356540709734
0.189092994201928,0.225302781211212
0.953057368053123,0.139755913056433
0.825930973514915,0.9077266252134
0.610667720902711,0.187629750929773
0.815767081687227,0.650746611878276
0.700406641000882,0.0944747312460095
0.897997308289632,0.610330734169111
0.513578349724412,NA
0.633841237518936,0.618182016769424
0.450753975892439,0.904905933188275
0.329671420389786,0.0335892792791128
0.751680398359895,0.11806148593314
0.213180026272312,0.897147676208988
0.671287633711472,0.710944427410141
0.787172941956669,0.165928857866675
0.796498036943376,0.627145838923752
0.635426388122141,0.907239422900602
0.742191064869985,0.803863430628553
0.967494358075783,0.877004681853577
