# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
0.293124469229952,0.91979989502579
0.860781797207892,0.775452558416873
0.678870026255026,0.0472199851647019
0.785505391424522,0.631488761398941
NA,0.239063070388511
0.38724671327509,0.445896400138736
0.666503936750814,0.119857419515029
0.71592269372195,0.722794495290145
0.412614666391164,0.181202394654974
0.591070492286235,0.0663265192415565
0.0171410988550633,0.466835636412725
0.84893430932425,0.909447723301128
0.543408100493252,0.797632397850975
0.986725305905566,0.900494452333078
0.196152882883325,0.572861351305619
0.482679547509179,0.699606601847336
0.47413287172094,0.123253731057048
0.370305740972981,0.581684171454981
0.908877407433465,NA
0.13082642108202,0.769229854922742
0.863960660994053,0.278830836294219
0.516584614524618,0.380404747091234
0.391301360912621,0.76386767742224
0.912169934017584,0.95498780044727
0.987410572823137,0.220599877880886
0.950492051895708,0.116711143404245
0.760053862817585,0.698757511330768
0.671811962733045,0.756725097773597
0.504052428761497,0.771646707085893
0.800289151025936,NA
0.0682223741896451,0.567401652457193
0.973667673766613,0.942324395291507
0.0460834349505603,NA
0.462796622887254,0.115048462990671
NA,0.25941275106743
NA,0.91886972845532
0.0322588125709444,0.377952260663733
0.850444815820083,0.833939489908516
NA,0.830359819578007
0.289896423229948,0.445159372873604
0.553054701536894,NA
0.130445518065244,NA
0.71645648451522,0.930418547475711
0.693391932174563,0.60271593183279
0.366751960478723,0.69116993714124
0.331862248014659,0.454894802300259
0.0734121811110526,0.153276785975322
0.0144042975734919,0.147556117270142
0.258370280498639,0.654468872118741
0.363551942165941,0.507883547572419
0.850433599902317,0.290847846539691
NA,NA
0.705255583394319,0.29031707230024
0.817139674676582,0.303046872839332
0.0395245305262506,0.952376925386488
NA,0.864835908636451
