# Simulate random data file for batch processing
# timestamp: 2018-03-28 14:14:07
#ALS
#---------------------------

"varX","varY"
0.625122532481328,0.181170736672357
0.153594983741641,0.00352397188544273
0.159870280884206,0.184624586254358
0.406887029763311,0.726038219640031
0.300820556702092,0.602661323500797
0.931930435821414,0.646171857370064
0.652069773292169,0.389172295341268
0.838312765816227,0.966779554262757
0.815257174428552,0.583792464341968
0.324023204855621,0.679720313288271
0.454620750853792,0.715582364471629
0.156969474628568,0.824398369295523
0.671100866282359,0.79065078520216
0.930427159415558,0.231107646599412
0.43257508892566,0.0408540975768119
NA,0.68153654364869
NA,0.406219033990055
0.180540731642395,0.150464671198279
0.954292220761999,0.548544406425208
0.679288956336677,0.041874468093738
0.991279607173055,0.873275374993682
0.558286131359637,0.638955395901576
0.516033086925745,NA
0.710466953692958,0.318347877589986
0.200405760901049,0.66621768171899
0.992749260505661,0.930076376069337
0.194068657699972,0.353355027968064
0.411306440131739,0.378288327949122
0.4183415081352,0.0915267176460475
0.859876622678712,0.460423448588699
0.142336612800136,0.0763347016181797
0.111003152094781,0.957844644552097
0.656564735341817,NA
0.621628347318619,0.761553891235963
0.720595796126872,0.118577252374962
0.932157636154443,0.582708415342495
0.227864732034504,NA
0.09678218443878,0.263794856611639
0.590907149249688,0.427919499576092
0.418810416478664,0.788613196928054
0.139821180608124,0.875715498114005
0.955533052096143,NA
0.776385444914922,0.474052883218974
0.403260295977816,0.41762393899262
NA,0.963013635482639
0.958131273742765,0.87115861242637
0.205547824734822,0.34720788593404
0.623350694542751,0.067655180580914
0.360726261744276,0.499562916345894
0.95717247040011,0.715356926899403
NA,0.0554890625644475
0.240535142365843,0.497012900887057
0.752292785560712,NA
0.151413612067699,0.959454049821943
NA,NA
NA,0.915564297698438
0.965252566849813,0.965100709814578
0.373679569922388,0.893211310263723
0.2136634667404,0.085022211773321
0.0896997719537467,0.686878623208031
0.44272207422182,0.482330252649263
0.712694555753842,0.580633922480047
0.861523295287043,0.568510439945385
0.0847186576575041,0.067157857818529
0.952418664470315,0.125953631475568
0.57621893659234,0.808071439620107
0.455895880702883,0.285813005641103
0.515314779011533,NA
0.985669606132433,0.350856729550287
0.0230102220084518,0.857239856151864
0.0988626456819475,0.524742629611865
0.489167721709237,0.625857486389577
0.119493676582351,0.0581180760636926
0.541224096668884,0.121888698311523
0.0684947893023491,0.352107276907191
0.152991898357868,0.686148496111855
0.126276437891647,0.789679420879111
NA,0.841718719340861
